0 0
1000 0
2000 0
3000 0
4000 0
5000 0
6000 0
7000 0
8000 0
9000 0
10000 0
11000 0
12000 0
13000 0
14000 0
15000 0
16000 0
17000 0
18000 0
19000 0
20000 0
21000 0
22000 0
23000 0
24000 0
25000 0
26000 0
27000 0
28000 0
29000 0
30000 0
31000 0
32000 0
33000 0
34000 0
35000 0
36000 0
37000 0
38000 0
39000 0
40000 0
41000 0
42000 0
43000 0
44000 0
45000 0
46000 0
47000 0
48000 0
49000 0
50000 0
51000 0
52000 0
53000 0
54000 0
55000 0
56000 0
57000 0
58000 0
59000 0
60000 0
61000 0
62000 0
63000 0
64000 0
65000 0
66000 0
67000 0
68000 0
69000 0
70000 0
71000 0
72000 0
73000 0
74000 0
75000 0
76000 0
77000 0
78000 0
79000 0
80000 0
81000 0
82000 0
83000 0
84000 0
85000 0
86000 0
87000 0
88000 0
89000 0
90000 0
91000 0
92000 0
93000 0
94000 0
95000 0
96000 0
97000 0
98000 0
99000 0
100000 0
101000 0
102000 0
103000 0
104000 0
105000 0
106000 0
107000 0
108000 0
109000 0
110000 0
111000 0
112000 0
113000 0
114000 0
115000 0
116000 0
117000 0
118000 0
119000 0
120000 0
121000 0
122000 0
123000 0
124000 0
125000 0
126000 0
127000 0
128000 0
129000 0
130000 0
131000 0
132000 0
133000 0
134000 0
135000 0
136000 0
137000 0
138000 0
139000 0
140000 0
141000 0
142000 0
143000 0
144000 0
145000 0
146000 0
147000 0
148000 0
149000 0
150000 0
151000 0
152000 0
153000 0
154000 0
155000 0
156000 0
157000 0
158000 0
159000 0
160000 0
161000 0
162000 0
163000 0
164000 0
165000 0
166000 0
167000 0
168000 0
169000 0
170000 0
171000 0
172000 0
173000 0
174000 0
175000 0
176000 0
177000 0
178000 0
179000 0
180000 0
181000 0
182000 0
183000 0
184000 0
185000 0
186000 0
187000 0
188000 0
189000 0
190000 0
191000 0
192000 0
193000 0
194000 0
195000 0
196000 0
197000 0
198000 0
199000 0
200000 0
201000 0
202000 0
203000 0
204000 0
205000 0
206000 0
207000 0
208000 0
209000 0
210000 1
211000 1
212000 1
213000 1
214000 1
215000 1
216000 1
217000 1
218000 1
219000 1
220000 1
221000 1
222000 1
223000 1
224000 1
225000 1
226000 1
227000 1
228000 1
229000 1
230000 1
231000 1
232000 1
233000 1
234000 1
235000 1
236000 1
237000 1
238000 1
239000 1
240000 1
241000 1
242000 1
243000 1
244000 1
245000 1
